No.,Class,SMILES,pIC50,Y-Label,MW,RBN,nCIC,nHDon,nHAcc,ALogP,TPSA,Qm,Energy,Dipole moment,HOMO,LUMO,HOMO-LUMO gap,Article Title,Reference
776,Non-Steroid,COC1=CC=C(CCC2C3C2C4=CC=NC=C4)C3=C1,7.522878745,Active,251.35,2,4,0,2,3.136,22.12,0.185128167,-787.9877738,3.3918,-0.20783,-0.02,0.18783,Nonsteroidal aromatase inhibitors: recent advances,Med Res Rev. 2002;22(3):282-307
777,Non-Steroid,C12=NC=CC=C1C(CCN3C=CN=C3)=CCC2,6.301029996,Active,225.32,3,3,0,2,1.713,30.71,0.187048688,-706.7630007,2.8193,-0.22287,-0.04047,0.1824,Nonsteroidal aromatase inhibitors: recent advances,Med Res Rev. 2002;22(3):282-308
780,Non-Steroid,CCN1C2=C(C=CC=C2)C(C(N3C=CN=C3)C4=CC=CC=C4)=C1,7,Active,301.42,4,4,0,1,3.967,22.75,0.167743762,-937.8251833,6.2203,-0.20432,-0.01387,0.19045,Nonsteroidal aromatase inhibitors: recent advances,Med Res Rev. 2002;22(3):282-309
781,Non-Steroid,CCN1C2=C(C=CC=C2)C(C(N3C=CN=C3)C4=CC=C(F)C=C4)=C1,7.397940009,Active,319.41,4,4,0,2,4.173,22.75,0.182736214,-1037.057654,4.0698,-0.20396,-0.01778,0.18618,Nonsteroidal aromatase inhibitors: recent advances,Med Res Rev. 2002;22(3):282-310
782,Non-Steroid,FC(C=C1)=CC=C1C(C2=CC(C=CC=C3)=C3O2)N4N=CN=C4,6.721246399,Active,293.32,3,4,0,4,3.792,43.85,0.208894559,-994.3246088,3.5071,-0.23209,-0.037,0.19509,Nonsteroidal aromatase inhibitors: recent advances,Med Res Rev. 2002;22(3):282-311
783,Non-Steroid,BrC(C=C1)=CC=C1CN(C2=CC=C([N+]([O-])=O)C=C2)N3N=CN=C3,10.52287875,Active,374.22,5,3,0,5,3.827,79.77,0.211328114,-3574.586085,4.6676,-0.24881,-0.086,0.16281,Nonsteroidal aromatase inhibitors: recent advances,Med Res Rev. 2002;22(3):282-312
784,Non-Steroid,BrC(C=C1)=CC=C1CN(C2=CC=C(C#N)C=C2)N3N=CN=C3,9.920818754,Active,354.23,4,3,0,4,3.812,57.74,0.198834882,-3462.327315,5.4889,-0.23538,-0.0445,0.19088,Nonsteroidal aromatase inhibitors: recent advances,Med Res Rev. 2002;22(3):282-313
787,Non-Steroid,FC1=CC=C(CCCC(C2N=CNC2)C3=CC=C(C#N)C=C3)C=C1,6.721246399,Active,321.43,6,3,1,4,4.338,48.18,0.200117432,-1038.238531,6.6692,-0.23069,-0.04053,0.19016,Nonsteroidal aromatase inhibitors: recent advances,Med Res Rev. 2002;22(3):282-314
788,Non-Steroid,O=[N+](C1=CC=C(CCN2C=CN=C2)C=C1)[O-],6.795880017,Active,217.25,4,2,0,3,1.722,63.64,0.208039815,-740.3947718,1.6459,-0.23062,-0.09548,0.13514,Nonsteroidal aromatase inhibitors: recent advances,Med Res Rev. 2002;22(3):282-315
789,Non-Steroid,FC(C=C1)=CC=C1CCCN2C=CN=C2,6.508638306,Active,204.27,4,2,0,2,2.49,17.82,0.189681571,-674.4402047,3.6627,-0.22148,-0.01559,0.20589,Nonsteroidal aromatase inhibitors: recent advances,Med Res Rev. 2002;22(3):282-316
790,Non-Steroid,CC1=C(C(OCC)=O)C(C2=CC=CC(N3C=NC=C3)=C2)C(C(OCC)=O)=C(C)N1,8.443697499,Active,395.5,8,3,1,6,2.239,82.45,0.252007519,-1318.551139,9.3438,-0.21218,-0.04959,0.16259,Nonsteroidal aromatase inhibitors: recent advances,Med Res Rev. 2002;22(3):282-317
791,Non-Steroid,CC1=C(C(OCC)=O)C(C2=CC=CC(N3C=NC=C3)=C2)C(C#N)=C(C)N1,8.958607315,Active,348.44,5,3,1,5,1.914,79.94,0.250883348,-1143.599844,7.0019,-0.21837,-0.05342,0.16495,Nonsteroidal aromatase inhibitors: recent advances,Med Res Rev. 2002;22(3):282-318
792,Non-Steroid,CC1=C(C#N)C(C2=CC=CC(N3C=NC=C3)=C2)C(C#N)=C(C)N1,8.744727495,Active,301.38,2,3,1,4,1.589,77.43,0.247954816,-968.6651555,6.4064,-0.22683,-0.06579,0.16104,Nonsteroidal aromatase inhibitors: recent advances,Med Res Rev. 2002;22(3):282-319
793,Non-Steroid,O=C(C(C=CC=C1)=C1O2)C3=C2C(CN4C=NC=C4)=CC=C3C#N,7.366531544,Active,301.32,2,4,0,4,2.52,71.82,0.207112088,-1007.229108,7.032,-0.23748,-0.0929,0.14458,Nonsteroidal aromatase inhibitors: recent advances,Med Res Rev. 2002;22(3):282-320
794,Non-Steroid,O=C(C(C=CC=C1)=C1O2)C3=C2C(CN4C=NC=C4)=CC=C3[N+]([O-])=O,7.397940009,Active,321.31,3,4,0,5,2.535,93.85,0.215336943,-1119.476756,6.6374,-0.23741,-0.09181,0.1456,Nonsteroidal aromatase inhibitors: recent advances,Med Res Rev. 2002;22(3):282-321
795,Non-Steroid,BrC(C(OC1=C2C=CC=C1)=C3C2=O)=CC=C3CN4C=NC=C4,7.37675071,Active,355.2,2,4,0,3,3.389,48.03,0.192979152,-3486.091915,5.6113,-0.21295,-0.08605,0.1269,Nonsteroidal aromatase inhibitors: recent advances,Med Res Rev. 2002;22(3):282-322
797,Non-Steroid,OC1=CC(O)=CC(O)=C1C(/C=C/C2=CC=C(O)C=C2)=O,5.585026652,Inactive,272.27,3,2,4,5,2.632,97.99,0.299295281,-954.9155943,5.974,-0.21333,-0.07551,0.13782,Nonsteroidal aromatase inhibitors: recent advances,Med Res Rev. 2002;22(3):282-323
798,Non-Steroid,OC1=CC(O)=CC(O)=C1C(/C=C/C2=CC=C(O)C(O)=C2)=O,5.552841969,Inactive,288.27,3,2,5,6,2.365,118.22,0.325735242,-1030.13299,4.9995,-0.21371,-0.07656,0.13715,Nonsteroidal aromatase inhibitors: recent advances,Med Res Rev. 2002;22(3):282-324
799,Non-Steroid,CC1=CCC2C1[C@@H](OC(C3=C)=O)[C@H]3CC[C@@]2(O)C,5.15490196,Inactive,248.35,0,3,1,3,2.208,46.53,0.245006368,-809.2714432,4.8179,-0.23676,-0.04153,0.19523,Nonsteroidal aromatase inhibitors: recent advances,Med Res Rev. 2002;22(3):282-325
800,Non-Steroid,COC(C=C1)=CC2=C1CCC3C2C3C4=CC=NC=C4,8.860120914,Active,251.35,2,4,0,2,3.136,22.12,0.186469667,-787.9859796,3.2728,-0.21108,-0.02067,0.19041,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-64
801,Non-Steroid,O=C1C(C(C2CCC([N+]([O-])=O)CC2)N3C=CN=C3)=COC4=CC=CC=C14,8.638272164,Active,353.41,4,4,0,5,2.655,93.85,0.202448378,-1200.515583,6.4619,-0.22947,-0.07273,0.15674,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-65
804,Non-Steroid,O=C(C1=CC=CC(CN2C=CN=C2)=C1)C3=CC=C(C4=CC=CC=C4)C=C3,8.27572413,Active,338.43,5,4,0,2,4.429,34.89,0.166853568,-1072.016952,6.7898,-0.21918,-0.07077,0.14841,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-66
805,Non-Steroid,CN(C1=C(S2)C=C(C(C3=CC=CC=C3)N4C=CN=C4)C=C1)C2=O,7.886056648,Active,321.43,3,4,0,3,3.393,68.06,0.201237895,-1332.635181,6.6791,-0.22122,-0.02893,0.19229,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-67
806,Non-Steroid,CC(C)(C#N)C1=CC(CN2C=NC=N2)=CC(C(C)(C#N)C)=C1,7.823908741,Active,293.41,4,2,0,4,2.966,78.29,0.231930927,-932.9726684,4.8637,-0.2655,-0.03676,0.22874,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-68
807,Non-Steroid,O=C1C=C(C2=CC=CC=C2)OC3C4=CC(O)=CC=C4CC=C31,7.698970004,Active,290.33,1,4,1,3,3.206,46.53,0.212683611,-958.1000702,4.5327,-0.22368,-0.06367,0.16001,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-69
808,Non-Steroid,CCN(C(C)=C1C(N2C=NC=C2)C3=CC=C(F)C=C3)C4=C1C=CC=C4,7.494850022,Active,333.44,4,4,0,2,4.318,22.75,0.196870644,-1076.373536,4.3368,-0.20127,-0.01942,0.18185,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-70
809,Non-Steroid,O=C(C1=CC=CN1C/2C3=CC=C(OC(F)(F)F)C=C3)C2=C/C4=CN=CC=C4,7.397940009,Active,370.35,3,4,0,6,5.588,44.12,0.22290875,-1329.405666,4.6754,-0.22727,-0.08246,0.14481,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-71
811,Non-Steroid,FC(C=C1)=CC=C1N(C=C2N3C=NC=C3)C4=C2C=CC=C4,7.143875556,Active,277.32,2,4,0,2,3.781,22.75,0.198889788,-919.1172992,4.1755,-0.20811,-0.03167,0.17644,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-72
812,Non-Steroid,C12=CC=CC=C1C(C=CC=C3)=C3C2(C4=CC=CC=C4)N5C=NC=C5,7.13076828,Active,308.4,2,5,0,1,4.247,17.82,0.147179925,-957.4773088,4.2304,-0.21672,-0.04305,0.17367,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-73
813,Non-Steroid,O=C1C(C2=CC=CC=C2)=C(SCC3=CC=NC=C3)OC4=C1C=CC(OCC(C=C5)=CC=C5C6=CC=CC=C6)=C4,7.070581074,Active,527.67,8,6,0,4,7.608,77.63,0.178490563,-1989.280897,4.2725,-0.22343,-0.06128,0.16215,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-74
814,Non-Steroid,BrC1=CC2=C(N(CC)C=C2C(C3=CC=CC=C3)N4C=CN=C4)C=C1,6.991399828,Active,380.31,4,4,0,1,4.715,22.75,0.170623095,-3508.929748,3.6155,-0.2094,-0.02406,0.18534,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-75
815,Non-Steroid,O=C1C2=CC=CN2CC(C3=CC=C(Cl)C=C3)/C1=C/C4=CC=CN=C4,6.958607315,Active,334.82,2,4,0,2,4.193,34.89,0.175124359,-1416.060254,2.1239,-0.22491,-0.07432,0.15059,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-76
816,Non-Steroid,FC1=CC=C(C=CC(CN2C=CN=C2)=C3)C3=C1,6.795880017,Active,226.27,2,3,0,2,2.621,17.82,0.191332643,-749.4547153,3.5562,-0.22169,-0.05097,0.17072,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-77
817,Non-Steroid,O=[N+](C1=CC=C(CCC2=NC=CN2)C=C1)[O-],6.795880017,Active,217.25,4,2,1,3,2.028,74.5,0.243871556,-740.4038592,6.1784,-0.22614,-0.08535,0.14079,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-78
818,Non-Steroid,C12=NC=CC=C1C(CN3C=CN=C3)CCC2,6.795880017,Active,213.31,2,3,0,2,1.574,30.71,0.182790548,-668.671367,2.4242,-0.22341,-0.03063,0.19278,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-79
820,Non-Steroid,ClC1=CC=C(C(N2C=NC=C2)C3=CC=C(NC=C4)C4=C3)C=C1,8.301029996,Active,307.8,3,4,1,1,4.077,33.61,0.180135444,-1318.789871,6.6023,-0.21501,-0.02548,0.18953,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-80
822,Non-Steroid,N#CC(C=C1)=CC=C1C(N2C=NC=N2)C3=CC=C(C#N)C=C3,7.93930216,Active,285.33,3,3,0,4,2.749,78.29,0.200397939,-928.1464256,3.8997,-0.269,-0.0728,0.1962,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-81
823,Non-Steroid,O=C1C=C(C2=CC=CC=C2)OC3=C1C=CC4=C3C=CC=C4,7.15490196,Active,272.31,1,4,0,2,4.045,30.21,0.18521197,-881.7161811,4.6164,-0.22056,-0.06299,0.15757,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-82
824,Non-Steroid,O=C(C1=CC=CN1CC/2C3=CC=C(Cl)C=C3)C2=C/C4=CC=NC=C4,6.698970004,Active,334.82,2,4,0,2,4.193,34.89,0.177664795,-1416.059429,4.0716,-0.22823,-0.07925,0.14898,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-83
825,Non-Steroid,O=C1C(CC2=CC=CC=C2)CCC3=C1C=CC=C3O,6.698970004,Active,252.33,2,3,1,2,4.035,37.3,0.202986686,-807.9051362,3.092,-0.22662,-0.05363,0.17299,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-84
826,Non-Steroid,O=C1C(C2=CC=CC=C2)=C(SCC3=CN=CC=C3)OC4=C1C=CC(OC5=CC=CC=C5)=C4,6.677780705,Active,437.54,6,5,0,4,6.083,77.63,0.189733235,-1718.911954,3.6478,-0.22294,-0.0603,0.16264,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-85
827,Non-Steroid,FC1=CC=C(CCCN2C=CN=C2)C=C1,6.508638306,Active,204.27,4,2,0,2,2.49,17.82,0.189666571,-674.4402163,3.6656,-0.22148,-0.0156,0.20588,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-86
828,Non-Steroid,OC(C=C1)=CC=C1C2CC(C3=C(O)C=C(O)C(C/C=C/C(C)C)=C3O2)=O,6.22184875,Active,354.43,4,3,3,5,4.416,86.99,0.245774625,-1189.596523,2.7205,-0.21349,-0.05147,0.16202,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-87
829,Non-Steroid,O=C(C1=CC=CN12)/C(C2C3=CC=C(OC(F)(F)F)C=C3)=C\C4=CN=CC=C4,6.187086643,Active,370.35,3,4,0,6,5.588,44.12,0.2259118,-1329.408769,2.9098,-0.22722,-0.08238,0.14484,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-88
830,Non-Steroid,O=C1CC(C2=CC=CC=C2)OC3=CC=CC=C31,6.045757491,Active,224.27,1,3,0,2,3.1,26.3,0.188714552,-729.2749817,2.5203,-0.23258,-0.05643,0.17615,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-89
831,Non-Steroid,O=C(OC1)C(C2=CC=C(OC)C(OC)=C2)=C1C3=CC=C(OC)C(OC)=C3,9,Active,356.4,6,3,0,6,3.28,63.22,0.22930837,-1225.46247,6.8383,-0.19534,-0.05664,0.1387,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-90
832,Non-Steroid,O=C1C2=C(O)C=C(O)C=C2OC(C3=CC=CC=C3)=C1,9,Active,254.25,1,3,2,4,2.602,70.67,0.262495276,-878.4963985,3.6683,-0.22142,-0.05624,0.16518,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-91
833,Non-Steroid,ClC(C=CC=C1)=C1C(C2=CC=CC=C2)(N3C=NC=C3)C4=CC=CC=C4,8.744727495,Active,344.86,4,4,0,1,5.223,17.82,0.145854167,-1418.244626,4.8683,-0.21664,-0.03033,0.18631,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-92
834,Non-Steroid,CC1=CCC2C1[C@@H](OC([C@H]3C)=O)[C@H]3CC[C@@]2(O)C,8.698970004,Active,250.37,0,3,1,3,2.193,46.53,0.237613125,-810.5162814,4.4252,-0.2367,0.01624,0.25294,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-93
835,Non-Steroid,O=C1C=C(C2=CC=C(O)C=C2)OC3=CC(O)=CC=C31,8.698970004,Active,254.25,1,3,2,4,2.602,70.67,0.271647069,-878.5062468,4.6645,-0.22032,-0.05763,0.16269,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-94
836,Non-Steroid,OC(C=C1)=CC=C1C(O2)CC(C3=C2C=C(O)C=C3O)=O,8.537602002,Active,272.27,1,3,3,5,2.298,86.99,0.289186156,-954.9423732,2.5818,-0.22177,-0.05261,0.16916,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-95
837,Non-Steroid,O=C1C(CC2=CCNC=C2)=C(N)C3=CC(OC)=CC=C31,8.455931956,Active,268.34,3,3,3,4,0.73,64.35,0.237863917,-879.2391211,7.2312,-0.18164,-0.05748,0.12416,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-96
838,Non-Steroid,NC1=CC=C(C2(CCC(NC2=O)=O)CC)C=C1,8.283996656,Active,232.31,2,2,3,4,1.285,72.19,0.279952909,-765.0074962,3.6333,-0.20598,-0.02537,0.18061,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-97
839,Non-Steroid,O=C1OC[C@H](CC2=CC=C(C(O)=C2)O)[C@H]1CC3=CC=C(C(O)=C3)O,8.22184875,Active,330.36,4,3,4,6,2.966,107.22,0.278898929,-1148.070695,4.2745,-0.20099,-0.003,0.19799,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-98
840,Non-Steroid,O=C1OC[C@H](CC2=CC=CC(O)=C2)[C@H]1CC3=CC=CC=C3,8.22184875,Active,282.36,4,3,1,3,3.768,46.53,0.212623333,-922.4349068,3.0022,-0.22653,-0.01005,0.21648,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-99
841,Non-Steroid,O=C1C(C2=CC=C(OC)C(OC)=C2)=C(C3=CC=C(OC)C=C3)CO1,8.161150909,Active,326.37,5,3,0,5,3.296,53.99,0.221680452,-1110.947874,6.3256,-0.19327,-0.05665,0.13662,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-100
842,Non-Steroid,OC1=C(C2=CC=C(O)C(O)=C2)OC3=CC(O)=CC(O)=C3C1=O,7.920818754,Active,302.25,1,3,5,7,1.504,131.36,0.341602625,-1104.149006,5.1271,-0.19401,-0.05647,0.13754,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-101
843,Non-Steroid,O=C1C=C(C2=CC=CC=C2)OC3=CC=CC=C31,8.096910013,Active,222.25,1,3,0,2,3.137,30.21,0.197196333,-728.0713143,4.1955,-0.23326,-0.0658,0.16746,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-102
845,Non-Steroid,ClC(C=C1)=CC=C1C(C2=CC(C=CC=C3)=C3O2)N4C=CN=C4,8.055517328,Active,308.78,3,4,0,2,4.378,30.96,0.177679486,-1338.648134,4.5831,-0.22169,-0.04231,0.17938,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-103
846,Non-Steroid,CC(C(C)CC1=CC=C(O)C(O)=C1)CC2=CC=C(O)C(O)=C2,7.958607315,Active,302.4,5,2,4,4,4.607,80.92,0.256371545,-1000.027585,2.008,-0.19802,0.00648,0.2045,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-104
847,Non-Steroid,[H][C@]12C(C(C=C2C)=C)C(C)C[C@@H]3[C@@H]1OC(C3=C)=O,7.823908741,Active,230.33,0,3,0,2,3.024,26.3,0.222412914,-732.8484184,3.8343,-0.2156,-0.0449,0.1707,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-105
848,Non-Steroid,O=CC1=CC(C(O)=O)=CC(O)=C1C(C2=C(C)C=CC=C2O)=O,7.764471553,Active,300.28,4,2,3,6,2.549,111.9,0.280343118,-1068.264766,5.2742,-0.24836,-0.10566,0.1427,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-106
849,Non-Steroid,C[C@]12[C@@H](CC3=C(CC[C@H]4C(C32)OC(C4=C)=O)C)O1,7.259637311,Active,246.33,0,4,0,3,2.14,38.83,0.229267194,-808.0529452,5.2212,-0.23485,-0.04848,0.18637,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-107
850,Non-Steroid,ClC1=C([C@@]2(CN3C=CN=C3)OC[C@H](CCC4=CC=C(N5CCN(CC5)OC)C=C4)O2)C=CC(Cl)=C1,7.22184875,Active,517.5,8,5,0,6,4.925,51.99,0.183565462,-2373.811326,3.7769,-0.18939,-0.03668,0.15271,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-108
851,Non-Steroid,CC1=CCC2C1[C@@H](OC(C3=C)=O)[C@H]3CCC2,7.15490196,Active,218.32,0,3,0,2,3.172,26.3,0.212769971,-694.7611235,4.6236,-0.23177,-0.04382,0.18795,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-109
852,Non-Steroid,O=C1C(C2=CC=C(OC)C=C2)=COC3=C1C(O)=CC(O)=C3,7.991399828,Active,284.28,2,3,2,5,2.316,79.9,0.255619545,-993.0148371,3.0512,-0.20073,-0.03904,0.16169,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-110
853,Non-Steroid,O=C1C(C2=CC=C(OC)C(OC)=C2)=C(C3=CC(OC)=C(OC)C(OC)=C3)CO1,7.863279433,Active,386.43,7,3,0,7,3.264,72.45,0.23762494,-1339.977198,5.1382,-0.20663,-0.06424,0.14239,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-111
854,Non-Steroid,CC1=C(C(C2=C(OC)C=C(C(N(C)C)=O)C=C2C=O)=O)C(O)=CC=C1,7.764471553,Active,341.39,5,2,1,6,2.61,83.91,0.240489409,-1166.317412,6.839,-0.21494,-0.08338,0.13156,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-112
855,Non-Steroid,O=C1CC(C2=CC=CC=C2)OC3=CC(O)=CC=C31,7.515700161,Active,240.27,1,3,1,3,2.833,46.53,0.2255407,-804.4938832,3.899,-0.228,-0.04742,0.18058,Pharmacophore modeling strategies for the development of novel nonsteroidal inhibitors of human aromatase (CYP19),Bioorg Med Chem Lett. 2010;20(10):3050-113
856,Steroid,O=C1C(C)(C)C[C@@]2(C)C(CCC3C2CC[C@@]4(C)C3CCC4=O)=C1,7.050609993,Active,314.51,0,4,0,2,4.173,34.14,0.209058151,-968.7623337,3.3317,-0.22942,-0.04444,0.18498,Probing the active site of aromatase with 2-methyl-substituted androstenedione analogs,Steroids. 2003;68(6):503-13
857,Steroid,O=C1C(C)(C)C[C@@]2(CO)C(CCC3C2CC[C@@]4(C)C3CCC4=O)=C1,5.292429824,Inactive,330.51,1,4,1,3,3.082,54.37,0.213656944,-1043.963464,4.3795,-0.22377,-0.03932,0.18445,Probing the active site of aromatase with 2-methyl-substituted androstenedione analogs,Steroids. 2003;68(6):503-14
858,Steroid,O=C1C(C)(C)C[C@@]2(C=O)C(CCC3C2CC[C@@]4(C)C3CCC4=O)=C1,6.22184875,Active,328.49,1,4,0,3,3.339,51.21,0.212066788,-1042.763942,4.6304,-0.23621,-0.05792,0.17829,Probing the active site of aromatase with 2-methyl-substituted androstenedione analogs,Steroids. 2003;68(6):503-15
859,Steroid,O=C1[C@H](C[C@]2(C(CCC3C2CC[C@]4(C3CCC4=O)C)=C1)C)C,6.602059991,Active,300.48,0,4,0,2,3.756,34.14,0.21029588,-929.4482112,3.4851,-0.22905,-0.04519,0.18386,Probing the active site of aromatase with 2-methyl-substituted androstenedione analogs,Steroids. 2003;68(6):503-16
861,Steroid,O=C1[C@@H](C[C@]2(C(CCC3C2CC[C@]4(C3CCC4=O)C)=C1)CO)C,4.958607315,Inactive,316.48,1,4,1,3,2.666,54.37,0.214513824,-1004.649529,4.5104,-0.22317,-0.03939,0.18378,Probing the active site of aromatase with 2-methyl-substituted androstenedione analogs,Steroids. 2003;68(6):503-17
